GTNum,GTStn,CastType,Pump,StationType,CastNumber,Eventnumber,Latitudedegrees_north,Longitudedegrees_east,Bottomdepthm,DateatMidcastGMTyyyymmdd,TimeGMTatmidcasthhmm,TargetGTDepthm,CorrectedMeanDepthm,stddevDepthm,GP15featuredescription,VolumeQMAL,VolumeSuporL,VolumeFinalL,PumpError,overallpumpnotes,Qpprocessingnotes,Qprocessingnotes,Spprocessingnotes,Sprocessingnotes,Sr_SPT_pM,Y_SPT_pM,Mo_SPT_pM,Rh103LR_pM,Ag_SPT_pM,Cd_SPT_pM,In115LR_pM,Ba_SPT_pM,La_SPT_pM,Ce_SPT_pM,Pr_SPT_pM,Nd143_SPT_pM,Nd146_SPT_pM,Sm147_SPT_pM,Sm149_SPT_pM,Eu151_SPT_pM,Eu153_SPT_pM,Gd157_SPT_pM,Tb_SPT_pM,Gd160_SPT_pM,Dy_SPT_pM,Dy_SPT_pM1,Ho_SPT_pM,Er166_SPT_pM,Er167_SPT_pM,Tm_SPT_pM,Yb172_SPT_pM,Yb174_SPT_pM,Lu_SPT_pM,Pb_SPT_pM,Th_SPT_pM,U_SPT_pM,Al_SPT_pM,P_SPT_pM,Sc_SPT_pM,Ti_SPT_pM,V_SPT_pM,Cr_SPT_pM,Mn_SPT_pM,Fe_SPT_pM,Co_SPT_pM,Ni_SPT_pM,Cu_SPT_pM,Zn_SPT_pM,POC_SPT_uM,PN_SPT_uM,POC_LPT_uM,PN_LPT_uM,PIC_SPT_nM,PIC_LPT_nM,bSi_SPT_nM,bSi_LPT_nM,POC_13_12_SPT_permill,N_15_14_SPT_permil,POC_13_12_LPT_permil,N_15_14_LPT_permil,Sr_LPT_pM,Y_LPT_pM,Mo_LPT_pM,Rh103LR_pM1,Ag_LPT_pM,Cd_LPT_pM,In115LR_pM1,Ba_LPT_pM,La_LPT_pM,Ce_LPT_pM,Pr_LPT_pM,Nd143_LPT_pM,Nd146_LPT_pM,Sm147_LPT_pM,Sm149_LPT_pM,Eu151_LPT_pM,Eu153_LPT_pM,Gd157_LPT_pM,Tb_LPT_pM,Gd160_LPT_pM,Dy_LPT_pM,Dy_LPT_pM1,Ho_LPT_pM,Er166_LPT_pM,Er167_LPT_pM,Tm_LPT_pM,Yb172_LPT_pM,Yb174_LPT_pM,Lu_LPT_pM,Pb_LPT_pM,Th_LPT_pM,U_LPT_pM,Al_LPT_pM,P_LPT_pM,Sc_LPT_pM,Ti_LPT_pM,V_LPT_pM,Cr_LPT_pM,Mn_LPT_pM,Fe56_LPT_pM,Fe57_LPT_pM,Co_LPT_pM,Ni_LPT_pM,Cu_LPT_pM,Zn_LPT_pM,VarName127,Mnxs_BCCAl_SPT_nM,Mnxs_BCCAl_LPT_nM,Al_SPT_pM_noneg,Al_LPT_pM_noneg,POM_SPT_ugL,POM_LPT_ugL,CaCO3_SPT_ugL,CaCO3_LPT_ugL,opal_SPT_ugL,opal_LPT_ugL,litho_SPT_ugL,litho_LPT_ugL,FeOH3_SPT_ugL,FeOH3_LPT_ugL,MnO2_SPT_ugL,MnO2_LPT_ugL,SPM_SPT_ugL,SPM_LPT_ugL,fPOM_SPT,fCaCO3_SPT,fopal_SPT,flitho_SPT,fFeOH3_SPT,fMnO2_SPT,fPOM_LPT,fCaCO3_LPT,fopal_LPT,flitho_LPT,fFeOH3_LPT,fMnO2_LPT,CP_SPT_molmol,CP_LPT_molmol,NP_SPT_molmol,NP_LPT_molmol,CN_SPT_molmol,CN_LPT_molmol,CdP_SPT_mmolmol,CdP_LPT_mmolmol,ZnP_SPT_mmolmol,ZnP_LPT_mmolmol
13396,14,S,5,1,4,6677,32,-152,5260,10/13/18 15:52,10/13/18 15:52,100,95.7773,0.5006,DCM,1055.9,513.5,1580.3,,,Poorest distribution given to Pa/Th (Qp),,,Pb/Po had poor distribution,232.7433579,0.242638049,0.405436994,4876.7653,0.111532905,1.273756198,-5.52E-09,45.59926776,0.066621624,0.021082633,0.004448473,0.01948273,0.021819371,0.005456435,0.005408276,0.003818414,0.00520545,0.008253259,0.001701595,0.008373188,0.013472448,0.013020754,0.003791029,0.013590908,0.013795752,0.002038512,0.013115907,0.013741076,0.00219533,0.600733189,0.000885785,0.077731605,19.96947503,6812.553719,0.010674332,3.742863544,1.03690419,9.318443618,8.390022275,11.6225995,0.692943158,13.37458307,10.77230004,33.38292817,0.508550418,0.080895595,0.073750738,0.010015732,16.80369126,7.406505446,9.415117203,15.65670094,-25.30119604,2.624887694,-24.42749547,2.897348014,337.4168525,0.057583303,0.066653189,23.87012491,0.010777407,0.166092742,-1.45E-05,12.02426567,0.005200362,0.004289156,0.001290416,0.005513736,0.005035607,0.001630114,0.001291797,0.000923061,0.001194653,0.002855834,0.000422982,0.002234016,0.003036808,0.00274825,0.000903155,0.003062848,0.0026046,0.000465918,0.003066785,0.002948248,0.000444796,0.047451002,0.000342056,0.020443518,21.54878611,767.853706,0.00307681,5.08383563,0.719483707,4.304949912,0.900127691,16.32385397,15.82253022,0.044866243,1.733294605,0.699896956,4.605567462,,8.226532183,0.72370778,19.96947503,21.54878611,11.47289742,1.663816644,1.681713421,0.741243065,0.632695876,1.052130303,0.006411128,0.00691816,0.000374045,0.00080793,0.000714886,6.29E-05,13.79480678,3.464978992,0.831682358,0.121909168,0.045864787,0.000464749,2.71E-05,5.18E-05,0.480180875,0.213924259,0.30364695,0.001996595,0.00023317,1.82E-05,74.64901397,96.04790236,11.87448911,13.04380235,6.286503218,7.363489556,0.186971912,0.216307795,4.900207698,5.997975169
13395,14,S,6,1,4,6677,32,-152,5260,10/13/18 15:52,10/13/18 15:52,75,70.8773,0.5006,0,961.9,453.4,1429.1,,,Poorest distribution given to Pa/Th (Qp); they also get one large red agg,"After drying in the oven, there are three 25 mm punches in GT13398Q (GM654) and only two punches of 25 mm in GT13395Q (GM651). One punch in GM654 looks different than the other two, and it happens to match with the color of GM651 (with more yellow color). It is possible that 25 mm punch of GM654 sticks to the top lid of 150 mm petri dish and falls into GM651.",,,388.2991657,0.297003622,0.890851587,4255.45977,0.135447574,1.153499375,-2.81E-09,37.69827247,0.10501569,0.0251294,0.006631866,0.028189264,0.030358221,0.007820903,0.007287739,0.0037821,0.003813453,0.011219269,0.002145723,0.012385256,0.016942516,0.016999009,0.00487383,0.017229846,0.017013071,0.002500109,0.016250667,0.016088636,0.002669539,0.707831585,0.001319651,0.154536805,6.160263611,8002.476393,0.014294345,0.997559679,2.41550968,16.73432563,6.473257799,31.91669321,0.842071924,10.99955629,9.000163959,10.23653852,0.78218988,0.115623432,0.092964271,0.011309713,19.17201539,5.66603465,9.053657928,16.22510567,-23.94445228,1.548850526,-24.21152988,2.488841632,1052.856716,0.021019265,0.040217821,-25.43580026,0.006377811,0.245841131,-1.59E-05,11.47590988,0.002148713,0.001464825,0.000436384,0.001383539,0.001023557,0.000461377,0.000344857,0.000604688,0.000932153,0.002373628,0.000141168,0.000617142,0.001081369,0.00073386,0.000276666,0.000740373,0.000586482,0.000105366,0.000860386,0.000847825,0.000143022,0.056935062,2.01E-06,0.018766996,1.545715452,1112.15624,-0.00292741,3.192709403,0.396464019,0.768267576,0.611561267,1.420551864,1.361068483,0.056364937,1.533347789,0.612640485,8.982945971,,6.422823721,0.598906495,6.160263611,1.545715452,17.6462037,2.097273965,1.9187353,0.567056748,0.608405813,1.090327101,0.00197773,0.000496246,0.003144004,8.46E-05,0.000558143,5.20E-05,20.17902469,3.755290743,0.874482487,0.095085631,0.030150407,9.80E-05,0.000155806,2.77E-05,0.55848511,0.151002089,0.290344257,0.000132146,2.25E-05,1.39E-05,97.74347861,83.589219,14.44845647,10.16917655,6.764977199,8.219861122,0.144142803,0.221049096,1.279171348,8.07705397
13394,14,S,7,1,4,6677,32,-152,5260,10/13/18 15:52,10/13/18 15:52,45,41.3773,0.5006,particle max,842.2,390.4,1250.6,,,Pa/Th got a big red agg,,,Distribution for Pb/Po is not great,252.4062515,0.1395767,0.577268634,5576.224414,0.140596193,0.592104347,5.72E-09,6.836664627,0.162225361,0.030567232,0.00697089,0.025594003,0.027713174,0.005163162,0.005743736,0.000895153,0.000599062,0.005878496,0.002670392,0.006857113,0.007944496,0.008442867,0.001801258,0.006509687,0.006406951,0.000841759,0.005573421,0.004581136,0.000762831,0.59160412,0.001205505,0.132504545,63.82048953,8440.853058,0.017752255,6.595932305,1.377921779,4.223930225,8.597751401,43.94921712,0.859522004,12.5695571,16.07482525,56.86590565,0.962791038,0.141758843,0.100226375,0.013875167,22.22363524,6.174054096,4.773570945,7.019578876,-23.16667635,-0.644497058,-23.05219831,0.953974934,1863.816372,0.013047416,0.047214246,11.75041655,0.001632612,0.212343212,-1.82E-05,8.26305043,0.001644316,0.000761484,0.000304463,0.001355517,0.000369989,0.000217866,0.000310884,0.000172265,0.000450161,0.002107874,3.29E-05,0.000306716,0.000509113,0.000275726,0.000101662,0.000187671,4.71E-05,-9.39E-07,0.000229628,0.000231595,6.45E-06,0.027746299,-0.000104155,0.014847378,4.392164706,1102.761551,-0.003825198,0.291403358,0.123053877,0.261773063,0.585391469,2.278002725,1.854982446,0.054325665,1.413318566,0.781425935,5.136923062,,8.075253053,0.549432817,63.82048953,4.392164706,21.72056581,2.261107023,2.224141415,0.617899334,0.320783967,0.4717157,0.020489337,0.001410089,0.001922815,5.25E-05,0.000701739,4.77E-05,24.28860508,3.352232409,0.894269792,0.091571394,0.01320718,0.000843578,7.92E-05,2.89E-05,0.674507835,0.18432473,0.140716884,0.000420642,1.57E-05,1.42E-05,114.0632388,90.88671528,16.79437395,12.58220069,6.791752946,7.223435511,0.070147453,0.192555872,6.736985617,4.658235551
13393,14,S,8,1,4,6677,32,-152,5260,10/13/18 15:52,10/13/18 15:52,25,21.0773,0.5006,ML; MLD=41m,800.6,328.1,1169.1,,,Pa/Th distribution is not great,,,,433.6491318,0.215885439,0.708477066,6088.531755,0.165341503,0.674347345,1.62E-08,7.560214131,0.253805916,0.048442313,0.010231537,0.041106734,0.041874726,0.008397009,0.009208243,0.00089097,0.000779547,0.006749005,0.001651857,0.010003747,0.011556712,0.011915008,0.002745542,0.008746495,0.008666963,0.001157312,0.007288433,0.007336841,0.001123236,0.609906804,0.001403961,0.181769895,46.09328073,10517.68685,0.016011469,4.855364141,2.054688182,26.77036316,7.511708842,38.53873969,1.028431572,13.7566636,16.58917782,21.89315021,0.711267315,0.094163504,0.069801035,0.008796142,22.5058726,6.698415342,5.192793546,8.773251588,-23.68044922,1.278509872,-23.09546741,0.838467163,2535.880025,0.012629705,0.079002802,57.70254693,0.001845841,0.353462438,-1.92E-05,14.10968561,0.001721712,0.000338929,0.000245543,0.000939174,0.000200295,0.000256018,0.000299227,0.000701785,0.001097514,0.002360523,4.17E-06,0.000454792,0.000438941,5.33E-05,7.08E-05,2.95E-06,0.000100357,-4.49E-05,3.82E-05,0.000104205,5.41E-06,0.049142154,-0.000179235,0.025930752,1.192444321,1733.483401,-0.003892725,19.38627562,0.394345779,1.243380691,0.854024847,6.163572368,5.966519006,0.056818506,1.058740678,2.351103744,599.6760274,,7.134343153,0.844262305,46.09328073,1.192444321,16.04619063,1.574711354,2.252387729,0.670377407,0.348955726,0.589562507,0.014798081,0.00038283,0.002115336,0.00060703,0.000619974,7.34E-05,18.66506748,2.835714495,0.859691006,0.120673967,0.018695658,0.000792822,0.000113331,3.32E-05,0.555313787,0.236405114,0.207906158,0.000135003,0.000214066,2.59E-05,67.62583115,40.26634184,8.95287197,5.074257779,7.55353493,7.935415108,0.064115556,0.203902984,2.081555623,345.9369886
13485,14,M,1,2,8,6691,32,-152,5263,10/14/18 6:10,10/14/18 6:10,1900,1903.727,0.7486,intercalibration depth-main PI: He max,1179.4,393.4,1635.6,,,Qp: did not take a zoom-in photo,,,,-96.75647532,0.283739851,-0.130418026,1324.816554,0.045188402,0.039476576,1.18E-07,116.2960596,0.131090805,0.265001424,0.03120782,0.125940491,0.130692034,0.029206467,0.027348013,0.012260109,0.016132471,0.023411174,0.004425025,0.028620398,0.026023746,0.025477622,0.005705164,0.015356282,0.015688349,0.002048332,0.013519532,0.013203328,0.001923226,0.117672402,0.00646068,-0.012648154,316.5932495,187.2205694,0.041157356,16.27833918,1.136771818,3.953116281,24.53794628,109.4105138,0.327615882,3.681536316,14.0210151,5.130680334,0.027981966,0.000571883,0.028145072,0.001902551,26.0498857,3.033378105,1.371773768,4.659062549,-27.4306505,5.824971758,-25.90166034,13.51547527,9.933157256,0.025469119,0.024325627,-173.0554397,0.002162105,0.01089532,-1.30E-05,15.27767081,0.011583071,0.019441299,0.002821489,0.010420973,0.011190085,0.002260589,0.002075169,0.001105288,0.001686458,0.001843363,0.000405686,0.002537744,0.002368788,0.002013025,0.000509952,0.001410731,0.00119648,0.000194588,0.001264668,0.001186857,0.000161203,0.024128941,0.000470695,0.005141594,90.62241541,25.97145139,0.004771969,5.386057479,0.282199218,0.75608082,7.586607001,17.72830009,17.64160283,0.084716864,0.432075688,1.98216385,2.032353212,,21.94599734,6.844681286,316.5932495,90.62241541,0.631273156,0.634952818,2.607072561,0.303580481,0.092183197,0.313089003,0.101641115,0.029093998,0,0,0.001907107,0.000594803,3.434077137,1.281311103,0.183826143,0.759177053,0.026843659,0.029597796,0,0.000555348,0.495549298,0.236929564,0.244350496,0.022706428,0,0.000464214,149.4598924,1083.692678,3.054597468,73.25547577,48.92948873,14.79333343,0.210855976,0.419511389,27.40446923,78.25335527
13484,14,M,2,2,8,6691,32,-152,5263,10/14/18 6:10,10/14/18 6:10,1700,1699.5,0.7486,0,1144,408.2,1556.7,,,,,,,63.6492543,0.315415251,0.003442105,2611.633879,0.057602946,0.057758241,1.16E-07,178.6748871,0.153366179,0.357084398,0.037384916,0.156656532,0.157008669,0.035087408,0.03203348,0.017606907,0.025111946,0.032852775,0.005212643,0.035283847,0.031333805,0.029610227,0.006219258,0.01903041,0.017700339,0.002568394,0.016502998,0.016404902,0.002299149,0.227799794,0.008127334,0.0062347,463.2789968,284.0534978,0.069845872,38.03608035,1.767868822,6.030740816,48.81437271,152.4007243,0.65326549,4.512812776,25.84687098,5.631229986,0.034643757,0.001007661,0.01145071,0.000847468,26.80416503,3.184223184,3.348083954,5.106984997,-27.44407289,5.293431616,-26.17307859,16.11301885,15.45183474,0.036874501,0.014598536,-196.911665,0.003422848,0.006405904,-1.34E-05,15.7122695,0.015816622,0.024735836,0.003975528,0.015099162,0.015064403,0.003198513,0.002955128,0.001229803,0.001744097,0.002598666,0.000560374,0.003451098,0.00309684,0.002771019,0.000666462,0.001925503,0.001768073,0.000262846,0.001906433,0.001817241,0.000226174,0.023729936,0.000567562,0.00637971,69.33447811,29.55998688,0.004904468,17.52769996,0.383053117,1.213106492,6.326843426,18.95393305,18.19093839,0.077658992,0.366627759,1.117050279,1.83757177,,45.02150756,5.759202053,463.2789968,69.33447811,0.781563151,0.258328022,2.682560837,0.318677056,0.224991242,0.343189392,0.148734042,0.022259583,0,0,0.003912369,0.000500475,3.84176164,0.942954527,0.203438741,0.698263216,0.058564602,0.038715062,0,0.001018379,0.273955969,0.337955911,0.363951158,0.02360621,0,0.000530752,121.9620845,387.3719641,3.547433321,28.66943495,34.38037405,13.5116707,0.203335786,0.216708624,19.8245402,62.16416053
13483,14,M,3,2,8,6691,32,-152,5263,10/14/18 6:10,10/14/18 6:10,1500,1499.3,0.7486,0,1106.7,399.8,1507.8,,,,,,,194.1808015,0.560938911,0.116570693,2579.305717,0.068762187,0.088355649,1.20E-07,246.5998239,0.243200892,0.696233804,0.057583557,0.239912128,0.239427699,0.049074258,0.050436534,0.023909464,0.034206035,0.05238209,0.008383925,0.053237568,0.047257349,0.048884928,0.010280236,0.030239479,0.030037225,0.004478383,0.028780882,0.027879116,0.004336273,0.257308536,0.014465696,0.027016254,820.4767228,376.1103711,0.117416688,32.77173001,3.800651038,20.6433011,61.48411904,291.9931337,0.803471128,5.076247806,18.88810262,14.91186937,0.055771953,0.003588184,0.017226873,0.001174828,22.39404934,2.832387435,3.227212425,4.368539517,-26.91710539,5.942705658,-26.28569113,19.67634163,13.41059106,0.019444349,0.007914171,-137.0660655,0.003364581,0.004693767,-1.39E-05,12.60492229,0.008157789,0.016352604,0.002027468,0.007450814,0.007525872,0.001504149,0.00149553,0.000709774,0.001030678,0.001561415,0.000258199,0.001694531,0.001625126,0.00142937,0.000391897,0.001028378,0.000803093,0.000119722,0.001097888,0.001002115,0.000126149,0.022310476,0.000271534,0.006572901,25.88192564,36.21334356,0.001536786,2.209291188,0.287308119,-0.232220478,8.489777082,11.35732614,10.67599086,0.081570628,0.378522246,8.326235707,0.210223214,,54.76687611,8.277881757,820.4767228,25.88192564,1.258215271,0.388638254,2.241196458,0.283465335,0.216868675,0.293565856,0.263411076,0.008309298,0,8.86E-05,0.004759242,0.000719348,3.984450721,0.974786663,0.315781361,0.562485676,0.054428751,0.066109759,0,0.001194454,0.398690574,0.290797305,0.301159081,0.008524222,9.09E-05,0.000737954,148.2861356,475.7051205,9.540242362,32.44184404,15.54322521,14.66331938,0.23491947,0.1296143,39.64758888,5.805131292
13482,14,M,4,2,8,6691,32,-152,5263,10/14/18 6:10,10/14/18 6:10,1200,1198.9,0.7486,0,1189.3,422.1,1622.6,,,,,,,330.3361379,0.350163933,0.47706698,2500.654702,0.07898525,0.158855407,1.14E-07,160.4842713,0.144025247,0.454171542,0.03425695,0.147176071,0.141917533,0.027314021,0.02874956,0.015791653,0.021577514,0.029647244,0.004839711,0.032511077,0.029361929,0.029734631,0.006162016,0.019044567,0.017798114,0.002370456,0.016981626,0.017172937,0.002695797,0.306691549,0.008736479,0.063036058,427.3879421,427.9946881,0.070900906,23.46995607,2.129622602,-8.510161094,64.42714929,163.8363852,1.011162842,6.366564071,17.54091704,14.03388825,0.031877715,0.001518461,0.01306548,0.000990513,25.06057681,3.32951178,3.295456865,5.321517102,-27.39690181,5.413722798,-26.08211815,11.94145669,10.95114669,0.036322017,0.031612284,-157.6830502,0.002106756,0.003764202,-1.29E-05,15.27659312,0.013723667,0.02790391,0.003430159,0.013306238,0.01302501,0.002788488,0.002568335,0.001176676,0.001579451,0.002826318,0.000510521,0.00309597,0.002945476,0.002598439,0.000661961,0.001871407,0.001641931,0.000255777,0.001763132,0.001677806,0.000254038,0.045999598,0.000521662,0.006057188,52.36468983,29.75834825,0.005302504,3.193927121,0.392089032,0.504349369,7.301377702,39.72939194,38.78611447,0.118525408,0.613508767,1.20011686,0.391254263,,60.9281242,6.872667986,427.3879421,52.36468983,0.719161248,0.294757238,2.508062527,0.333217539,0.221454701,0.357605949,0.137211349,0.016811494,0,0.001969893,0.005294654,0.000597235,3.59118448,1.004959347,0.200257395,0.698394232,0.0616662,0.038207825,0,0.001474348,0.293302648,0.331573152,0.355841209,0.016728531,0.001960172,0.000594288,74.48156672,439.0526077,3.547849548,33.28519756,20.99344003,13.19062646,0.371162099,0.126492311,32.78986548,13.14771439
13481,14,M,5,2,8,6691,32,-152,5263,10/14/18 6:10,10/14/18 6:10,1000,1000.6,0.7486,NO3 max; O2 min=960m,1104.5,417.2,1527.8,,,,,,,280.8226226,0.14387117,0.368051866,972.7254732,0.057491015,0.152491978,1.20E-07,142.8615384,0.074411733,0.193149844,0.01898108,0.074684304,0.075659402,0.014611661,0.016250292,0.011410624,0.017149081,0.012634664,0.002500865,0.014861235,0.013056143,0.01270797,0.002604924,0.007724044,0.007742253,0.001057842,0.006553069,0.007021755,0.001015903,0.392973722,0.003639395,0.050657934,175.1133421,391.821439,0.025856023,17.45735886,1.25698269,6.136830799,50.03013709,49.72043799,0.892671011,5.263911454,19.28168674,12.56910986,0.044939078,0.002333483,0.01275563,0.001207868,31.9369445,2.811202847,2.992666422,3.527780013,-27.61312988,4.868234645,-25.76555331,4.654234046,13.42388118,0.020983599,0.006309608,-182.7557144,0.005533253,0.084962234,-1.40E-05,13.68738917,0.007538328,0.013331232,0.001837795,0.00719792,0.006822926,0.001595777,0.001417712,0.000751483,0.001233151,0.001287131,0.000279432,0.001716304,0.001606295,0.001487824,0.000377593,0.000955247,0.000875128,0.000116259,0.000973812,0.000994272,0.000152491,0.052252306,0.000202447,0.005850459,24.66848307,35.78568258,0.001780084,3.166230971,0.20824853,-0.641810931,6.884508451,7.693224558,7.606608034,0.12605885,0.535175861,1.112605065,1.603969228,,48.59648415,6.68254758,175.1133421,24.66848307,1.013825589,0.287767009,3.196249406,0.281345181,0.201107184,0.237066817,0.056219503,0.007919727,0,0,0.004223034,0.000580713,4.471624716,0.814679447,0.226724212,0.714784806,0.044974075,0.0125725,0,0.000944407,0.353227284,0.345344641,0.290993983,0.00972128,0,0.000712812,114.6927479,356.4450611,5.955476091,33.75281779,19.25836761,10.56045345,0.389187427,2.374196277,32.07866799,44.8215351
13480,14,M,6,2,8,6691,32,-152,5263,10/14/18 6:10,10/14/18 6:10,800,799.1,0.7486,0,1184,447.2,1635.8,,,,,,,252.5035922,0.32361818,0.506492585,2721.863458,0.07559589,0.380540549,1.24E-07,198.5139907,0.143210361,0.267611253,0.034603268,0.146582298,0.142018905,0.030652348,0.030663866,0.017410989,0.024827692,0.027920212,0.004688777,0.0305482,0.027156814,0.027670197,0.005818097,0.016667632,0.015883889,0.002205519,0.013481836,0.014620997,0.00191807,0.427967385,0.006343034,0.038335096,275.1112885,703.0432237,0.042328301,21.71345298,1.847741918,3.574329681,59.94240563,96.26237093,0.954079085,5.75714462,17.18005588,14.62671537,0.062272536,0.005351987,0.009332809,0.000706807,41.89976757,5.357679108,2.527712417,2.783168123,-26.14573238,7.36723772,-26.24529173,5.353671421,14.33940689,0.032953139,0.001543963,-87.18919014,0.001664875,0.005442502,-1.30E-05,15.66311644,0.014066796,0.015677427,0.003580957,0.013701313,0.013924247,0.003109618,0.00287423,0.001319808,0.001779746,0.003154223,0.000510803,0.003385439,0.002978506,0.002583513,0.000615791,0.001717327,0.001508037,0.000220662,0.001372308,0.001401821,0.000186797,0.03945056,0.000384735,0.003964268,25.16888913,40.29193044,0.004394494,1.447924415,0.249967797,-0.421601367,5.332793396,10.65069533,10.23597088,0.091554458,0.401696878,0.875162705,0.187332204,,57.69006951,5.1267357,275.1112885,25.16888913,1.404868403,0.210548171,4.193328738,0.536196525,0.169862274,0.187028898,0.088323481,0.008080381,0,4.40E-05,0.005013267,0.000445513,5.861396164,0.94234353,0.23968153,0.715414659,0.028979832,0.015068676,0,0.000855303,0.223430378,0.569003244,0.198472099,0.008574772,4.67E-05,0.000472772,88.57568566,231.6297306,7.612599813,17.54215189,11.63540549,13.20417997,0.541276177,0.13507672,20.80485933,4.649372758
13479,14,M,7,2,8,6691,32,-152,5263,10/14/18 6:10,10/14/18 6:10,600,599.1,0.7486,calcite saturation = 1,1155,430.1,1588.9,,,,,,,264.9426193,0.376137522,0.50586833,2821.178387,0.15915536,0.739014508,1.31E-07,199.8758873,0.204470893,0.172232402,0.046346165,0.194231229,0.191002624,0.042359218,0.039185035,0.019769837,0.02806815,0.038919255,0.006358954,0.041556889,0.033219205,0.03436942,0.006971287,0.018956319,0.018737207,0.002391704,0.014115222,0.014140799,0.002014814,0.401348253,0.004223522,0.028382749,189.3569455,844.9111157,0.031815284,13.34988164,1.928298188,-2.004368245,50.15667187,81.55486495,0.61314023,5.182805358,14.32464808,9.377373964,0.135072256,0.033070719,0.015255647,0.001405702,57.76389818,8.400009162,2.579733655,4.907917405,-26.08993017,-4.352030183,-25.77280248,4.917051498,28.82767795,0.048735759,0.018172531,-102.5566924,0.005140079,0.010073227,-1.34E-05,21.87382679,0.020738351,0.021084675,0.004978467,0.019136071,0.019421936,0.004177704,0.004171141,0.00200978,0.00277462,0.004610241,0.000736981,0.004485485,0.004341103,0.003661216,0.000856645,0.002293617,0.002128823,0.000306061,0.001740943,0.001671424,0.00022162,0.070676238,0.000654139,0.006626291,58.46191976,137.1029143,0.006902566,2.935263557,0.332302258,0.136572305,6.010794219,19.65802299,19.51909482,0.091966429,0.777998491,2.000902106,2.960173107,,48.60640655,5.532166481,189.3569455,58.46191976,3.047230101,0.344167406,5.78101093,0.840672917,0.173358102,0.32981205,0.060792361,0.018768987,0.000483665,0,0.004223897,0.000480745,9.067099055,1.533902105,0.336075528,0.637581093,0.019119467,0.00670472,5.33E-05,0.000465849,0.224373775,0.548061649,0.215015058,0.012236105,0,0.000313413,159.86564,111.2715037,39.14106244,10.25289832,4.084345955,10.85268772,0.874665387,0.073472012,11.09865143,21.59088391
13478,14,M,8,2,8,6691,32,-152,5263,10/14/18 6:10,10/14/18 6:10,500,500.1,0.7486,intercalibration sample to distribute,1243.3,455.4,1724.6,,,,Subsampled as a shallow cast,,Subsampled as a shallow cast,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.105146102,0.012182455,0.017115135,0.001654618,53.01789753,5.829000054,NaN,NaN,-25.18478018,7.755156279,-25.53123408,5.824042495,26.98653235,0.043177492,0.024213298,-19.80491407,0.004889173,0.028312138,-1.24E-05,19.22785283,0.017427065,0.016714414,0.003988384,0.015768254,0.015207837,0.003450368,0.003147594,0.001722872,0.002407229,0.003769028,0.000584491,0.003846824,0.003511423,0.002972361,0.000724686,0.001854447,0.00162248,0.000235275,0.001610253,0.001487655,0.000212052,0.057647816,0.000467644,0.005861915,111.8372911,137.0362001,0.005697729,4.826780523,0.31347634,-0.461083571,7.81758365,14.06314565,13.81308219,0.074799995,0.768378128,1.267886678,1.756068082,,NaN,6.901971748,NaN,111.8372911,2.37209606,0.386117436,5.306031185,0.583366325,NaN,NaN,NaN,0.035904957,NaN,0,NaN,0.000599781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,124.894988,NaN,12.07431083,8.630945063,10.34386059,NaN,0.206603347,NaN,12.81462913
